File Name,Sentence,Mistake Text,Error Message,replacements,Character/ Start Position in Text,Character/ End Position in Text,Error Type,Error Subtype
ext anaysis of the analysis.docx,Basically an explanation to language,to,Wrong preposition,of,348,349,Grammar,29
ext anaysis of the analysis.docx,N/A,Purpose,Omission of the definite article,The purpose,387,393,Syntax,13
ext anaysis of the analysis.docx,Archetyped through Rebecca,Archetyped,A word was not spelled correctly,Archetypes,500,509,Syntax,31
ext anaysis of the analysis.docx,Three cognitive linguistic strands,cognitive linguistic,Missing comma,"cognitive, linguistic",534,553,Style,49
ext anaysis of the analysis.docx,In fact Daphne De Maurier was not praised,fact Daphne,Missing comma,"fact, Daphne",856,866,Style,49
ext anaysis of the analysis.docx,N/A,scholarly perspective,"Confusion between ""a""/""an"" or omission of an indefinite article",a scholarly perspective,917,937,Syntax,12
ext anaysis of the analysis.docx,However as time progressed,However as,Missing comma,"However, as",1049,1058,Style,49
ext anaysis of the analysis.docx,certain stereotypical stigmas associated with common novels were disputed a revelation occurred,disputed,Wrong verb tense or form,disputing,1145,1152,Syntax,15
ext anaysis of the analysis.docx,were disputing a revelation occured,occured,A word was not spelled correctly,occurred,1167,1173,Syntax,31
ext anaysis of the analysis.docx,N/A,Kelly who,Missing comma,"Kelly, who",1205,1213,Style,49
ext anaysis of the analysis.docx,N/A,attributes,Mismatch between the plurality of the verb and the subject,attribute,1915,1924,Grammar,21
ext anaysis of the analysis.docx,a complete raw and depth subject matter,complete,"Wrong adverb used, adverb used instead of adjective or vice-versa",completely,1950,1957,Syntax,23
ext anaysis of the analysis.docx,N/A,of,Wrong preposition,from,2072,2073,Grammar,29
ext anaysis of the analysis.docx,Then the constant expenditure of shall/should and will,of,No preposition needed,,2876,2877,Other,32
ext anaysis of the analysis.docx,,.,A word was not spelled correctly,. ,2900,2900,Grammar,40
ext anaysis of the analysis.docx,N/A,would,The first word in a sentence is not capitalized,Would,2901,2905,Spelling,45
ext anaysis of the analysis.docx,into three subsection,subsection,Confusion between the singular and plural form of a noun,subsections,2967,2976,Punctuation,42
ext anaysis of the analysis.docx,remains the most successful,remains,Mismatch between the plurality of the verb and the subject,remain,3312,3318,Grammar,21
ext anaysis of the analysis.docx,acts to approaching the means of communication within a text,to,Wrong preposition,for,3909,3910,Grammar,29
ext anaysis of the analysis.docx,"As the study now transitions to the actual topic of Rebecca, Newman clarifies",now transitions,Error in forming or applying the present progressive tense,is now transitioning,3987,4001,Grammar,18
ext anaysis of the analysis.docx,N/A,characters but,Missing comma,"characters, but",4112,4125,Style,49
ext anaysis of the analysis.docx,N/A,Kelly who,Missing comma,"Kelly, who",4329,4337,Style,49
ext anaysis of the analysis.docx,"Du Mauriers novel is a ""refusal",Du Mauriers novel,Omission of the definite article,the Du Mauriers novel,4813,4829,Syntax,13
ext anaysis of the analysis.docx,having considerable more substance and relevance,considerable,"Wrong adverb used, adverb used instead of adjective or vice-versa",considerably,5018,5029,Syntax,23
ext anaysis of the analysis.docx,the constant changing opinions and interpretations of the novel,constant,"Wrong adverb used, adverb used instead of adjective or vice-versa",constantly,5299,5306,Syntax,23
ext anaysis of the analysis.docx,N/A,worldlike,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",world like,6398,6406,Other,1
ext linguistics article.docx,How is language used,used,A question mark is needed at the end of a sentence,used?,16,19,Grammar,51
ext linguistics article.docx,representations from ancient time,representations,The first word in a sentence is not capitalized,Representations,54,68,Spelling,45
ext linguistics article.docx,ordeal by fire,ordeal,The first word in a sentence is not capitalized,Ordeal,281,286,Spelling,45
ext linguistics article.docx,Frankenstein modern Prometheus,modern,A proper or common noun is not capitalized,Modern,312,317,Spelling,2
ext linguistics article.docx,Everyman plays morality Independent investigation,Everyman,A word was not spelled correctly,N/A,332,339,Syntax,31
ext linguistics article.docx,Everyman play morality Independent investigation,play,Mismatch between the plurality of the verb and the subject,plays,341,344,Grammar,21
ext linguistics article.docx,the authors intention,authors,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",author's,458,464,Grammar,43
ext linguistics article.docx,What was the author's intention,intention,A question mark is needed at the end of a sentence,intention?,466,474,Grammar,51
ext linguistics article.docx,What is the core essence,essence,A question mark is needed at the end of a sentence,essence?,495,501,Grammar,51
ext linguistics article.docx,does it still resonate with us,us,A question mark is needed at the end of a sentence,us?,537,538,Grammar,51
ext linguistics article.docx,North and south- Elizabeth gascals novel,gascals,A word was not spelled correctly,facials,569,575,Syntax,31
ext linguistics article.docx,Jane eyre,eyre,A proper or common noun is not capitalized,Eyre,603,606,Spelling,2
Last night I dreamt I went to Manderley again.docx,"entered immediately intaking the vast, unkempt shrubbery surrounding the entire property",intaking,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",in taking,95,102,Other,1
Last night I dreamt I went to Manderley again.docx,"I hearkened a distant, shrill shriek rising from the impregnable walls of Manderley",hearkened,A word was not spelled correctly,N/A,216,224,Syntax,31
Last night I dreamt I went to Manderley again.docx,"hearkened a distant, shrill shriek arising from the impregnable walls of Manderley",arising,Confusion between words which sound similar or have a similar spelling,rising,251,257,Punctuation,46
Last night I dreamt I went to Manderley again.docx,had been cool all week however not freezing,week however,Missing comma,"week, however",838,849,Style,49
Last night I dreamt I went to Manderley again.docx,enveloped by the homely,the homely,Wrong usage of comparative and superlative structures,the home,956,965,Punctuation,50
Last night I dreamt I went to Manderley again.docx,"It was perfume, familiar perfume",perfume,"Confusion between ""a""/""an"" or omission of an indefinite article",a perfume,1197,1203,Syntax,12
Last night I dreamt I went to Manderley again.docx,"The flame dwindled then faltered, finally exhausting all its efforts and collapsed",dwindled then,Missing comma,"dwindled, then",1699,1711,Style,49
Last night I dreamt I went to Manderley again.docx,"faltered , finally exhausting all its efforts and collapsed"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",1721,1722,Grammar,40
Last night I dreamt I went to Manderley again.docx,Paralyzed with fear waited,Paralyzed,Usage of British instead of American English spelling or vice-versa,Paralysed,1774,1782,Syntax,44
Last night I dreamt I went to Manderley again.docx,An instantaneous feeling of relief and warmth,instantaneous,"Wrong adverb used, adverb used instead of adjective or vice-versa",instant,1951,1963,Syntax,23
Last night I dreamt I went to Manderley again.docx,An instant feeling of relief and warmth engulfed myself,myself,Wrong pronoun used or omission of a pronoun,me,2003,2008,Grammar,5
Last night I dreamt I went to Manderley again.docx,Possessed with an inability to sleep I roamed,sleep I,Missing comma,"sleep, I",2042,2048,Style,49
Last night I dreamt I went to Manderley again.docx,"entered, however felt myself incapable of eating",however felt,Missing comma,"however, felt",2111,2122,Style,49
Last night I dreamt I went to Manderley again.docx,N/A,boredom I,Missing comma,"boredom, I",2183,2191,Style,49
Last night I dreamt I went to Manderley again.docx,N/A,however was,Missing comma,"however, was",2217,2227,Style,49
Last night I dreamt I went to Manderley again.docx,that exact smell appeared ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,2457,2458,Grammar,40
Last night I dreamt I went to Manderley again.docx,", supernaturally it unlatched and opened slowly",supernaturally it,Missing comma,"supernaturally, it",2573,2589,Style,49
Last night I dreamt I went to Manderley again.docx,", supernaturally, it unlatched itself and opened slowly",itself,Wrong pronoun used or omission of a pronoun,it,2601,2606,Grammar,5
Last night I dreamt I went to Manderley again.docx,"itself , not"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",2782,2783,Grammar,40
Last night I dreamt I went to Manderley again.docx,, .,"Missing or superfluous space before or after period, comma and other punctuation marks",. ,2883,2884,Grammar,40
Last night I dreamt I went to Manderley again.docx,"' , I","  ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",3099,3101,Grammar,40
Last night I dreamt I went to Manderley again.docx,"'Hmmm, you know",Hmmm,A word was not spelled correctly,Hmm,3214,3217,Syntax,31
Last night I dreamt I went to Manderley again.docx,"'I¡­I'm not sure, are you",¡­,"Missing or superfluous space before or after period, comma and other punctuation marks",¡­ ,3332,3332,Grammar,40
Last night I dreamt I went to Manderley again.docx,N/A," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",3400,3401,Grammar,40
Last night I dreamt I went to Manderley again.docx,"continued , reaching the beach and walked along it"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",3992,3993,Grammar,40
Last night I dreamt I went to Manderley again.docx,seemed the wind accumulated till I could not acclimatize ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,4437,4438,Grammar,40
Last night I dreamt I went to Manderley again.docx,forcing gaze unto my soul,unto,Confusion between words which sound similar or have a similar spelling,into,4791,4794,Punctuation,46
Last night I dreamt I went to Manderley again.docx,"Winter , is"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",4947,4948,Grammar,40
Last night I dreamt I went to Manderley again.docx,could you t.t.t.take,.,"Missing or superfluous space before or after period, comma and other punctuation marks",. ,5042,5042,Grammar,40
Last night I dreamt I went to Manderley again.docx,could you t.t.t.take,.,"Missing or superfluous space before or after period, comma and other punctuation marks",. ,5044,5044,Grammar,40
Last night I dreamt I went to Manderley again.docx,could you t.t.t.take,.,"Missing or superfluous space before or after period, comma and other punctuation marks",. ,5046,5046,Grammar,40
Last night I dreamt I went to Manderley again.docx,Sure I could,Sure I,Missing comma,"Sure, I",5064,5069,Style,49
Last night I dreamt I went to Manderley again.docx,N/A,home I,Missing comma,"home, I",5096,5101,Style,49
Last night I dreamt I went to Manderley again.docx,Was her.,Was her,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",Washer,5188,5194,Other,1
Last night I dreamt I went to Manderley again.docx,looked back gripping Ben tighter and arrived home,back gripping,Missing comma,"back, gripping",5241,5253,Style,49
Last night I dreamt I went to Manderley again.docx,"entered immediately intaking the vast, unkempt shrubbery surrounding the entire property",intaking,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",in taking,5444,5451,Other,1
Last night I dreamt I went to Manderley again.docx,"I hearkened a distant, shrill shriek rising from the impregnable walls of Manderley",hearkened,A word was not spelled correctly,N/A,5565,5573,Syntax,31
Last night I dreamt I went to Manderley again.docx,"hearkened a distant, shrill shriek arising from the impregnable walls of Manderley",arising,Confusion between words which sound similar or have a similar spelling,rising,5600,5606,Punctuation,46
Science.docx,"true daughter of Old Time, thou art",true,The first word in a sentence is not capitalized,True,9,12,Spelling,45
Science.docx,of Old Time thou art,Time thou,Missing comma,"Time, thou",30,38,Style,49
Science.docx,"or how deem thee, wise",or,The first word in a sentence is not capitalized,Or,213,214,Spelling,45
Science.docx,deem thee wise,thee wise,Missing comma,"thee, wise",225,233,Style,49
Science.docx,wouldst not leave him in his wandering,wandering,A question mark is needed at the end of a sentence,wandering?,273,281,Grammar,51
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,in daphne du mauriers,daphne,A proper or common noun is not capitalized,Daphne,49,54,Spelling,2
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,in Daphne du mauriers,du,A word was not spelled correctly,N/A,56,57,Syntax,31
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,in Daphne du mauriers,mauriers,A word was not spelled correctly,N/A,59,66,Syntax,31
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,spaces in Daphne du mauriers rebecca,rebecca,A proper or common noun is not capitalized,Rebecca,68,74,Spelling,2
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,N/A,stud,Confusion between words which sound similar or have a similar spelling,study,123,126,Punctuation,46
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,provide explanation for every aspect of language,explanation,"Confusion between ""a""/""an"" or omission of an indefinite article",an explanation,196,206,Syntax,12
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,Basically an explanation to language,to,Wrong preposition,of,263,264,Grammar,29
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,N/A,Purpose,Omission of the definite article,The purpose,302,308,Syntax,13
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,Archetyped through Rebecca,Archetyped,A word was not spelled correctly,Archetypes,415,424,Syntax,31
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,Three cognitive linguistic strands,cognitive linguistic,Missing comma,"cognitive, linguistic",449,468,Style,49
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,Imaginary spaces in Rebecca essetntially manifest the entire plot,essetntially,A word was not spelled correctly,essentially,639,650,Syntax,31
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,In fact Daphne De Maurier was not praised,fact Daphne,Missing comma,"fact, Daphne",772,782,Style,49
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,a lingutstic nor a scholarly perspective and originally,lingutstic,A word was not spelled correctly,linguistic,818,827,Syntax,31
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,N/A,scholarly perspective,"Confusion between ""a""/""an"" or omission of an indefinite article",a scholarly perspective,833,853,Syntax,12
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,However as time progressed,However as,Missing comma,"However, as",965,974,Style,49
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,certain stereotypical stigmas associated with common novels were disputed a revelation occurred,disputed,Wrong verb tense or form,disputing,1061,1068,Syntax,15
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,were disputing a revelation occured,occured,A word was not spelled correctly,occurred,1083,1089,Syntax,31
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,conecptuatlised and imaginary narrative spaces,conecptuatlised,A word was not spelled correctly,N/A,1285,1299,Syntax,31
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,the continued corruptible mental state of the narrator Mrs De Winter the second,narrator Mrs,Missing comma,"narrator, Mrs",1550,1561,Style,49
The Linguistics of imaginary narrative spaces in daphne du mauriers rebecca.docx,the constant expenditure of shall/should,of,No preposition needed,,2266,2267,Other,32
Within my independent investigation.docx,differentiate from fact and feeling,from,No preposition needed,,347,350,Other,32
Within my independent investigation.docx,the lefts segregationist policies,lefts,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",left's,1790,1794,Grammar,43
Within my independent investigation.docx,who defend faith,faith,Omission of the definite article,the faith,1978,1982,Syntax,13
Within my independent investigation.docx,"a direct exhibition of,",of,No preposition needed,,2315,2316,Other,32
Within my independent investigation.docx,the colossal effect this shall be causal for,causal,"Wrong adverb used, adverb used instead of adjective or vice-versa",cause,3078,3083,Syntax,23
Within my independent investigation.docx,"Jew , a"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",3455,3456,Grammar,40
Within my independent investigation.docx,"to be inhibited from expression,",from,No preposition needed,,3872,3875,Other,32
Within my independent investigation.docx,Perspective becomes irrelevant ., .,"Missing or superfluous space before or after period, comma and other punctuation marks",.,4933,4934,Grammar,40
Within my independent investigation.docx,However history is doomed to repeat itself,However history,Missing comma,"However, history",4936,4950,Style,49
Within my independent investigation.docx,However humanity is,However humanity,Missing comma,"However, humanity",5122,5137,Style,49
Within my independent investigation.docx,The paramountcy of literature is unparalleled,paramountcy,A word was not spelled correctly,N/A,5166,5176,Syntax,31
Within my independent investigation.docx,N/A,spectrum we,Missing comma,"spectrum, we",5383,5393,Style,49
Within my independent investigation.docx,which supossedly supports equality,supossedly,A word was not spelled correctly,supposedly,5444,5453,Syntax,31
Within my independent investigation.docx,N/A,However as,Missing comma,"However, as",5571,5580,Style,49
Within my independent investigation.docx,the implementation of communist,communist,"Confusion between ""a""/""an"" or omission of an indefinite article",a communist,5703,5711,Syntax,12
Within my independent investigation.docx,Within the repetition of communism certain key fundamentals continually repeat,communism certain,Missing comma,"communism, certain",5912,5928,Style,49
Within my independent investigation.docx,A far stretch from conservatism which has perpetuated the development of postmodernism,conservatism which,Missing comma,"conservatism, which",6107,6124,Style,49
Within my independent investigation.docx,Where the brutality is subdued however the essentiality is retained,subdued however,Missing comma,"subdued, however",6544,6558,Style,49
English extension Story copy.docx,"Goddamn government AI they gave out, never wanted it but",it but,Missing comma,"it, but",497,502,Style,49
English extension Story copy.docx,wasn't risking of noncompliance,of,Wrong preposition,for,537,538,Grammar,29
English extension Story copy.docx,Endless foliage bushland and my hunting cabin a mere 4 miles north,bushland,A word was not spelled correctly,N/A,657,664,Syntax,31
English extension Story copy.docx,"admire 6.2 liter, 8 cylinder, 4WD and 600 HP",liter,Usage of British instead of American English spelling or vice-versa,litre,787,791,Syntax,44
English extension Story copy.docx,"6.2 litre , 8 cylinder, 4WD and 600 HP"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",792,793,Grammar,40
English extension Story copy.docx,"6.2 litre, 8 cylinder, 4WD and 600HP",600HP,"Missing or superfluous space before or after period, comma and other punctuation marks",600 HP,815,819,Grammar,40
English extension Story copy.docx,N/A," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",953,954,Grammar,40
English extension Story copy.docx,"go, however I'm not flabbergasted by this, a daily occurrence",however I,Missing comma,"however, I",1060,1068,Style,49
English extension Story copy.docx,"I'm not flabbergasted by this ,"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",1097,1098,Grammar,40
English extension Story copy.docx,for indecent public behavior,behavior,Usage of British instead of American English spelling or vice-versa,behaviour,1551,1558,Syntax,44
English extension Story copy.docx,the older generational models,generational,"Wrong adverb used, adverb used instead of adjective or vice-versa",generation,1909,1920,Syntax,23
English extension Story copy.docx,"two hologrammed individuals approach me, '",hologrammed,A word was not spelled correctly,holograms,2278,2288,Syntax,31
English extension Story copy.docx,", individuals approach me ,"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",2313,2314,Grammar,40
English extension Story copy.docx,'already done mate',already,The first word in a sentence is not capitalized,Already,2350,2356,Spelling,45
English extension Story copy.docx,thank you sir enjoy your day,thank,The first word in a sentence is not capitalized,Thank,2373,2377,Spelling,45
English extension Story copy.docx,N/A,you sir,Missing comma,"you, sir",2379,2385,Style,49
English extension Story copy.docx,N/A,appear,Mismatch between the plurality of the verb and the subject,appears,2566,2571,Grammar,21
English extension Story copy.docx,a steady transparent etch of writing,steady transparent,Missing comma,"steady, transparent",2612,2629,Style,49
English extension Story copy.docx,to stop into the pre modern vehicle lane,into,Wrong preposition,in,2940,2943,Grammar,29
English extension Story copy.docx,Instantly my cars wheel locks up,cars,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",car,3204,3207,Grammar,43
English extension Story copy.docx,, .,"Missing or superfluous space before or after period, comma and other punctuation marks",. ,3388,3389,Grammar,40
English extension Story copy.docx,"the electric vehicles wheels, BOOM",vehicles,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",vehicle's,3424,3431,Grammar,43
English extension Story copy.docx,One round hits the left rear tire,hits,Mismatch between the plurality of the verb and the subject,hit,3457,3460,Grammar,21
English extension Story copy.docx,"BOOM, another hits the right",hits,Mismatch between the plurality of the verb and the subject,hit,3496,3499,Grammar,21
English extension Story copy.docx,unfathomable speeds clearly unnafected by its tires popped,unnafected,A word was not spelled correctly,unaffected,3585,3594,Syntax,31
English extension Story copy.docx,my cars windshield,cars,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",car's,3640,3643,Grammar,43
English extension Story copy.docx,The inertia forces ahead of the vehicle,inertia,"Wrong adverb used, adverb used instead of adjective or vice-versa",inertial,3705,3711,Syntax,23
English extension Story copy.docx,misses by mere centimeters,centimeters,Usage of British instead of American English spelling or vice-versa,centimetres,3877,3887,Syntax,44
English extension Story copy.docx,"penetrating 5.56 onto the rear motor , the bullets soar gracefully through the air"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",4072,4073,Grammar,40
English extension Story copy.docx,N/A,bullets,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",bullet's,4124,4130,Grammar,43
English extension Story copy.docx,"recoil, intaking what I've just witnessed",intaking,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",in taking,5012,5019,Other,1
English extension Story copy.docx,,.,A word was not spelled correctly,. ,8514,8514,Grammar,40
English extension Story.docx,"Goddamn government AI they gave out, never wanted it but",it but,Missing comma,"it, but",497,502,Style,49
English extension Story.docx,wasn't risking of noncompliance,of,Wrong preposition,for,537,538,Grammar,29
English extension Story.docx,Endless foliage bushland and my hunting cabin a mere 4 miles north,bushland,A word was not spelled correctly,N/A,657,664,Syntax,31
English extension Story.docx,"admire 6.2 liter, 8 cylinder, 4WD and 600 HP",liter,Usage of British instead of American English spelling or vice-versa,litre,787,791,Syntax,44
English extension Story.docx,"6.2 litre , 8 cylinder, 4WD and 600 HP"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",792,793,Grammar,40
English extension Story.docx,"6.2 litre, 8 cylinder, 4WD and 600HP",600HP,"Missing or superfluous space before or after period, comma and other punctuation marks",600 HP,815,819,Grammar,40
English extension Story.docx,N/A," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",953,954,Grammar,40
English extension Story.docx,"go, however I'm not flabbergasted by this, a daily occurrence",however I,Missing comma,"however, I",1060,1068,Style,49
English extension Story.docx,"I'm not flabbergasted by this ,"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",1097,1098,Grammar,40
English extension Story.docx,for indecent public behavior,behavior,Usage of British instead of American English spelling or vice-versa,behaviour,1551,1558,Syntax,44
English extension Story.docx,the older generational models,generational,"Wrong adverb used, adverb used instead of adjective or vice-versa",generation,1909,1920,Syntax,23
English extension Story.docx,"two hologrammed individuals approach me, '",hologrammed,A word was not spelled correctly,holograms,2278,2288,Syntax,31
English extension Story.docx,", individuals approach me ,"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",2313,2314,Grammar,40
English extension Story.docx,'already done mate',already,The first word in a sentence is not capitalized,Already,2350,2356,Spelling,45
English extension Story.docx,thank you sir enjoy your day,thank,The first word in a sentence is not capitalized,Thank,2373,2377,Spelling,45
English extension Story.docx,N/A,you sir,Missing comma,"you, sir",2379,2385,Style,49
English extension Story.docx,N/A,appear,Mismatch between the plurality of the verb and the subject,appears,2566,2571,Grammar,21
English extension Story.docx,a steady transparent etch of writing,steady transparent,Missing comma,"steady, transparent",2612,2629,Style,49
English extension Story.docx,to stop into the pre modern vehicle lane,into,Wrong preposition,in,2940,2943,Grammar,29
English extension Story.docx,Instantly my cars wheel locks up,cars,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",car,3204,3207,Grammar,43
English extension Story.docx,, .,"Missing or superfluous space before or after period, comma and other punctuation marks",. ,3388,3389,Grammar,40
English extension Story.docx,"the electric vehicles wheels, BOOM",vehicles,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",vehicle's,3424,3431,Grammar,43
English extension Story.docx,One round hits the left rear tire,hits,Mismatch between the plurality of the verb and the subject,hit,3457,3460,Grammar,21
English extension Story.docx,"BOOM, another hits the right",hits,Mismatch between the plurality of the verb and the subject,hit,3496,3499,Grammar,21
English extension Story.docx,unfathomable speeds clearly unnafected by its tires popped,unnafected,A word was not spelled correctly,unaffected,3585,3594,Syntax,31
English extension Story.docx,my cars windshield,cars,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",car's,3640,3643,Grammar,43
English extension Story.docx,The inertia forces ahead of the vehicle,inertia,"Wrong adverb used, adverb used instead of adjective or vice-versa",inertial,3705,3711,Syntax,23
English extension Story.docx,misses by mere centimeters,centimeters,Usage of British instead of American English spelling or vice-versa,centimetres,3877,3887,Syntax,44
English extension Story.docx,"penetrating 5.56 onto the rear motor , the bullets soar gracefully through the air"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",4072,4073,Grammar,40
English extension Story.docx,N/A,bullets,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",bullet's,4124,4130,Grammar,43
English extension Story.docx,"recoil, intaking what I've just witnessed",intaking,"A word was accidentally split in two or vice-versa, two words were accidentally merged into a single word",in taking,5012,5019,Other,1
English extension Story.docx,I grab and uncuff,uncuff,A word was not spelled correctly,N/A,5347,5352,Syntax,31
English extension Story.docx,four heavily armed officers,four,The first word in a sentence is not capitalized,Four,5439,5442,Spelling,45
English extension Story.docx,"' , I"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",5628,5629,Grammar,40
English extension Story.docx,'25 years for vehicular manslaught'e'cackles the guard I've got,manslaught¡¯e¡¯cackles,A word was not spelled correctly,N/A,5668,5687,Syntax,31
English extension Story.docx,tell that to the judge he laughs,tell,The first word in a sentence is not capitalized,Tell,5967,5970,Spelling,45
English extension Story.docx,,.,A word was not spelled correctly,. ,8514,8514,Grammar,40
Feminist Literary theory.docx,Feminist literary theory or more commonly known as feminist criticism is,is,Mismatch between the plurality of the verb and the subject,are,98,99,Grammar,21
Feminist Literary theory.docx,'the ways which literatyre reinforce,literatyre,A word was not spelled correctly,literature,172,181,Syntax,31
Feminist Literary theory.docx,are male dominated and patriarchal related,are,Mismatch between the plurality of the verb and the subject,is,438,440,Grammar,21
Feminist Literary theory.docx,patronze and are contained with a superfluity of misogynism,patronze,A word was not spelled correctly,patrons,554,561,Syntax,31
Feminist Literary theory.docx,a superfluity of misogynism,misogynism,A word was not spelled correctly,N/A,603,612,Syntax,31
Feminist Literary theory.docx,However feminist literary theory is extremely subjective,However feminist,Missing comma,"However, feminist",998,1013,Style,49
Feminist Literary theory.docx,do not conflate with those of their predecessors,with,No preposition needed,,1108,1111,Other,32
Feminist Literary theory.docx,This can be attrbbuted,attrbbuted,A word was not spelled correctly,attributed,1154,1163,Syntax,31
Feminist Literary theory.docx,waves associatd with feminism,associatd,A word was not spelled correctly,associated,1245,1253,Syntax,31
Feminist Literary theory.docx,"In laymans terms,",laymans,A word was not spelled correctly,layman's,1335,1341,Syntax,31
Feminist Literary theory.docx,"( a vindication, 1972)",( ,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1481,1482,Grammar,40
Feminist Literary theory.docx,N/A,woman,Confusion between the singular and plural form of a noun,women,1587,1591,Punctuation,42
Feminist Literary theory.docx,inferiorly due to their lack of education,inferiorly,A word was not spelled correctly,unfairly,1602,1611,Syntax,31
Feminist Literary theory.docx,womens suffrage and hierarchal position in society,womens,A word was not spelled correctly,women's,1866,1871,Syntax,31
Feminist Literary theory.docx,in achieving true equilibrium between men and women,in,"Confusion between the prepositions ""in"", ""on"" and ""at""",at,2012,2013,Syntax,30
Feminist Literary theory.docx,every normal aspect in society,in,Wrong preposition,of,2285,2286,Grammar,29
Feminist Literary theory.docx,to radicalist ideology.,radicalist,A word was not spelled correctly,N/A,2369,2378,Syntax,31
Feminist Literary theory.docx,,.,A word was not spelled correctly,. ,2388,2388,Grammar,40
Feminist Literary theory.docx,societal constructs which dictate our world today and place females in an inferior position,dictate,Error in forming or applying the future tense,will dictate,2524,2530,Grammar,20
INDEPEMDENT INVESTIGATION JOURNAL.docx,N/A,Eve who,Missing comma,"Eve, who",2308,2314,Style,49
INDEPEMDENT INVESTIGATION JOURNAL.docx,expresses there was no previous conflict towards the cat and the narrator,was,Mismatch between the plurality of the verb and the subject,is,4111,4113,Grammar,21
INDEPEMDENT INVESTIGATION JOURNAL.docx,N/A,Tell-Tale,A word was not spelled correctly,Telltale,4409,4417,Syntax,31
INDEPEMDENT INVESTIGATION JOURNAL.docx,Next is the preconscious mind which includes,preconscious,A word was not spelled correctly,N/A,5166,5177,Syntax,31
INDEPEMDENT INVESTIGATION JOURNAL.docx,the existence of the subject of the film,of,Wrong preposition,on,5707,5708,Grammar,29
INDEPEMDENT INVESTIGATION JOURNAL.docx,any explicit sense to individuals,to,Wrong preposition,for,6058,6059,Grammar,29
Neo Luddite.docx,the initial culutural change,culutural,A word was not spelled correctly,cultural,70,78,Syntax,31
Neo Luddite.docx,The term Neo Luddite is embelklishing,embelklishing,A word was not spelled correctly,embellishing,112,124,Syntax,31
